rank,pls_min_mv,driver,points,back,starts,pole,win,top_5,top_10,winnings,year,race_num
21,+2,Kyle Petty,2772,-948,28,0,0,0,1,"$1,604,470",2002,28
22,-1,Kevin Harvick,2769,-951,27,1,1,5,8,"$3,013,880",2002,28
23,-1,Terry Labonte,2725,-995,28,0,0,1,4,"$2,531,500",2002,28
24,--,Ward Burton,2594,-1126,28,1,2,2,6,"$4,110,170",2002,28
25,+1,Elliott Sadler,2586,-1134,28,0,0,2,5,"$2,845,730",2002,28
26,+1,Jeremy Mayfield,2571,-1149,28,0,0,2,3,"$2,041,520",2002,28
27,-2,Jimmy Spencer,2564,-1156,26,0,0,2,6,"$1,727,650",2002,28
28,+2,Ken Schrader,2412,-1308,28,0,0,0,0,"$2,026,950",2002,28
29,--,John Andretti,2403,-1317,28,0,0,0,1,"$2,345,910",2002,28
30,-2,Bobby Hamilton,2345,-1375,25,0,0,0,2,"$1,863,670",2002,28
31,+1,Mike Skinner,2204,-1516,28,0,0,0,0,"$1,683,800",2002,28
32,+1,Johnny Benson Jr,2188,-1532,23,0,0,1,5,"$2,015,030",2002,28
33,-2,Casey Atwood,2173,-1547,28,0,0,0,0,"$1,665,740",2002,28
34,+1,Jerry Nadeau,1953,-1767,25,0,0,0,1,"$1,607,770",2002,28
35,-1,Brett Bodine,1950,-1770,27,0,0,0,0,"$1,545,760",2002,28
36,--,Joe Nemechek,1895,-1825,25,0,0,0,0,"$1,729,800",2002,28
37,+1,Steve Park,1817,-1903,24,0,0,0,1,"$2,026,490",2002,28
38,-1,Hut Stricklin,1781,-1939,22,0,0,0,0,"$1,313,550",2002,28
39,--,Todd Bodine,1528,-2192,17,1,0,1,4,"$1,382,410",2002,28
40,--,Stacy Compton,1393,-2327,19,0,0,0,0,"$1,095,080",2002,28
41,--,Kenny Wallace,1198,-2522,14,0,0,0,1,"$1,026,330",2002,28
42,--,Mike Wallace,880,-2840,13,0,0,0,1,"$897,053",2002,28
43,--,Steve Grissom,726,-2994,9,0,0,0,1,"$494,241",2002,28
44,--,Geoffrey Bodine,685,-3035,8,0,0,1,2,"$1,123,020",2002,28
45,--,Rick Mast,576,-3144,9,0,0,0,0,"$469,843",2002,28
46,--,Buckshot Jones,559,-3161,7,0,0,0,0,"$394,223",2002,28
47,--,Hermie Sadler,550,-3170,7,0,0,0,0,"$359,475",2002,28
48,--,Shawna Robinson,361,-3359,7,0,0,0,0,"$428,519",2002,28
49,+1,Greg Biffle,339,-3381,4,0,0,0,0,"$237,459",2002,28
50,-1,Frank Kimmel,292,-3428,6,0,0,0,0,"$407,579",2002,28
51,+3,Tony Raines,232,-3488,4,0,0,0,0,"$178,849",2002,28
52,-1,Derrike Cope,199,-3521,4,0,0,0,0,"$201,216",2002,28
53,-1,Ted Musgrave,182,-3538,2,0,0,0,0,"$147,220",2002,28
54,-1,Boris Said,164,-3556,2,0,0,0,0,"$87,400",2002,28
55,--,PJ Jones,160,-3560,1,0,0,1,1,"$65,950",2002,28
56,--,Morgan Shepherd,159,-3561,4,0,0,0,0,"$161,897",2002,28
57,--,Scott Pruett,150,-3570,1,0,0,0,1,"$66,690",2002,28
58,+4,Kevin Lepage,132,-3588,3,0,0,0,0,"$173,787",2002,28
59,+11,Tim Sauter,113,-3607,2,0,0,0,0,"$85,060",2002,28
60,-2,Dick Trickle,111,-3609,3,0,0,0,0,"$136,830",2002,28
61,-2,Robert Pressley,97,-3623,1,0,0,0,0,"$150,859",2002,28
62,-2,Tom Hubert,91,-3629,1,0,0,0,0,"$41,925",2002,28
63,-2,Ron Fellows,88,-3632,1,0,0,0,0,"$47,930",2002,28
64,-1,Kirk Shelmerdine,77,-3643,2,0,0,0,0,"$97,127",2002,28
65,-1,Lance Hooper,70,-3650,1,0,0,0,0,"$51,840",2002,28
66,-1,Andy Hillenburg,68,-3652,2,0,0,0,0,"$101,629",2002,28
67,-1,Jim Inglebright,67,-3653,1,0,0,0,0,"$47,190",2002,28
68,-1,Chad Little,64,-3656,1,0,0,0,0,"$49,745",2002,28
69,-1,Ron Hornaday,55,-3665,1,0,0,0,0,"$88,476",2002,28
70,-1,Jay Sauter,52,-3668,1,0,0,0,0,"$50,200",2002,28
72,-1,Scott Wimmer,43,-3677,1,0,0,0,0,"$51,350",2002,28
73,-1,Jason Small,40,-3680,1,0,0,0,0,"$41,130",2002,28
74,-1,Dave Marcis,37,-3683,1,0,0,0,0,"$137,110",2002,28
75,-1,Austin Cameron,37,-3683,1,0,0,0,0,"$46,945",2002,28
76,-1,Joe Varde,37,-3683,1,0,0,0,0,"$37,610",2002,28
77,-1,Randy Renfrow,34,-3686,1,0,0,0,0,"$71,193",2002,28
78,-1,Gary Bradberry,34,-3686,1,0,0,0,0,"$40,399",2002,28
79,-1,Stuart Kirby,34,-3686,1,0,0,0,0,"$52,403",2002,28
80,-1,Carl Long,0,-3720,1,0,0,0,0,"$86,413",2002,28
1,+1,Jimmie Johnson,3824,0,29,4,3,6,18,"$2,462,350",2002,29
2,-1,Mark Martin,3813,-11,29,0,1,9,17,"$4,504,590",2002,29
3,--,Tony Stewart,3788,-36,29,2,3,12,17,"$3,890,540",2002,29
4,+1,Jeff Gordon,3715,-109,29,3,3,9,15,"$4,121,080",2002,29
5,-1,Sterling Marlin,3703,-121,29,0,2,8,14,"$3,711,150",2002,29
6,--,Rusty Wallace,3687,-137,29,1,0,5,14,"$3,360,780",2002,29
7,--,Ryan Newman,3670,-154,29,6,1,14,18,"$3,813,480",2002,29
8,--,Matt Kenseth,3631,-193,29,1,4,10,16,"$3,250,100",2002,29
9,--,Bill Elliott,3623,-201,29,4,2,6,12,"$3,238,450",2002,29
10,--,Ricky Rudd,3542,-282,29,1,1,6,10,"$3,309,820",2002,29
11,+1,Kurt Busch,3469,-355,29,1,1,7,14,"$2,748,060",2002,29
12,-1,Dale Jarrett,3456,-368,29,1,2,9,14,"$3,294,440",2002,29
13,+1,Dale Earnhardt Jr,3296,-528,29,2,1,7,11,"$2,938,040",2002,29
14,-1,Jeff Burton,3282,-542,29,0,0,3,11,"$3,079,450",2002,29
15,--,Michael Waltrip,3215,-609,29,0,1,4,9,"$2,420,200",2002,29
16,--,Ricky Craven,3169,-655,29,2,0,3,7,"$2,095,150",2002,29
17,--,Jeff Green,3069,-755,29,0,0,3,4,"$1,797,980",2002,29
18,--,Bobby Labonte,3023,-801,29,0,1,4,5,"$3,151,920",2002,29
19,+1,Robby Gordon,2957,-867,29,0,0,1,5,"$2,537,700",2002,29
20,-1,Dave Blaney,2955,-869,29,0,0,0,3,"$2,202,370",2002,29
21,+1,Kevin Harvick,2904,-920,28,1,1,5,8,"$3,121,360",2002,29
22,-1,Kyle Petty,2895,-929,29,0,0,0,1,"$1,668,720",2002,29
23,--,Terry Labonte,2852,-972,29,0,0,1,4,"$2,623,830",2002,29
24,+2,Jeremy Mayfield,2709,-1115,29,0,0,2,4,"$2,115,920",2002,29
25,--,Elliott Sadler,2700,-1124,29,0,0,2,5,"$2,929,230",2002,29
26,+1,Jimmy Spencer,2655,-1169,27,0,0,2,6,"$1,797,050",2002,29
27,-3,Ward Burton,2628,-1196,29,1,2,2,6,"$4,205,320",2002,29
28,+1,John Andretti,2524,-1300,29,0,0,0,1,"$2,436,190",2002,29
29,-1,Ken Schrader,2491,-1333,29,0,0,0,0,"$2,089,950",2002,29
30,--,Bobby Hamilton,2345,-1479,25,0,0,0,2,"$1,863,670",2002,29
31,+1,Johnny Benson Jr,2287,-1537,24,0,0,1,5,"$2,100,980",2002,29
32,-1,Mike Skinner,2271,-1553,29,0,0,0,0,"$1,738,000",2002,29
33,--,Casey Atwood,2210,-1614,29,0,0,0,0,"$1,717,840",2002,29
34,+2,Joe Nemechek,2055,-1769,26,0,0,1,1,"$1,834,820",2002,29
35,-1,Jerry Nadeau,2035,-1789,26,0,0,0,1,"$1,673,860",2002,29
36,-1,Brett Bodine,1950,-1874,27,0,0,0,0,"$1,545,760",2002,29
37,--,Steve Park,1890,-1934,25,0,0,0,1,"$2,111,470",2002,29
38,--,Hut Stricklin,1781,-2043,22,0,0,0,0,"$1,313,550",2002,29
39,--,Todd Bodine,1589,-2235,18,1,0,1,4,"$1,461,400",2002,29
40,--,Stacy Compton,1393,-2431,19,0,0,0,0,"$1,095,080",2002,29
41,--,Kenny Wallace,1313,-2511,15,0,0,0,1,"$1,087,430",2002,29
42,--,Mike Wallace,986,-2838,14,0,0,0,1,"$957,253",2002,29
43,--,Steve Grissom,726,-3098,9,0,0,0,1,"$494,241",2002,29
44,--,Geoffrey Bodine,685,-3139,8,0,0,1,2,"$1,123,020",2002,29
45,--,Rick Mast,576,-3248,9,0,0,0,0,"$469,843",2002,29
46,--,Buckshot Jones,559,-3265,7,0,0,0,0,"$394,223",2002,29
47,--,Hermie Sadler,550,-3274,7,0,0,0,0,"$359,475",2002,29
48,+1,Greg Biffle,394,-3430,5,0,0,0,0,"$298,759",2002,29
49,-1,Shawna Robinson,361,-3463,7,0,0,0,0,"$428,519",2002,29
50,--,Frank Kimmel,292,-3532,6,0,0,0,0,"$407,579",2002,29
51,--,Tony Raines,272,-3552,5,0,0,0,0,"$231,149",2002,29
52,+4,Morgan Shepherd,202,-3622,5,0,0,0,0,"$214,397",2002,29
53,-1,Derrike Cope,199,-3625,4,0,0,0,0,"$201,216",2002,29
54,-1,Ted Musgrave,182,-3642,2,0,0,0,0,"$147,220",2002,29
55,-1,Boris Said,164,-3660,2,0,0,0,0,"$87,400",2002,29
56,-1,PJ Jones,160,-3664,1,0,0,1,1,"$65,950",2002,29
57,--,Scott Pruett,150,-3674,1,0,0,0,1,"$66,690",2002,29
58,--,Kevin Lepage,132,-3692,3,0,0,0,0,"$173,787",2002,29
59,--,Tim Sauter,113,-3711,2,0,0,0,0,"$85,060",2002,29
60,--,Dick Trickle,111,-3713,3,0,0,0,0,"$136,830",2002,29
61,--,Robert Pressley,97,-3727,1,0,0,0,0,"$150,859",2002,29
62,--,Tom Hubert,91,-3733,1,0,0,0,0,"$41,925",2002,29
63,--,Ron Fellows,88,-3736,1,0,0,0,0,"$47,930",2002,29
64,+15,Stuart Kirby,86,-3738,2,0,0,0,0,"$105,503",2002,29
65,-1,Kirk Shelmerdine,77,-3747,2,0,0,0,0,"$97,127",2002,29
66,-1,Lance Hooper,70,-3754,1,0,0,0,0,"$51,840",2002,29
67,-1,Andy Hillenburg,68,-3756,2,0,0,0,0,"$101,629",2002,29
68,-1,Jim Inglebright,67,-3757,1,0,0,0,0,"$47,190",2002,29
69,-1,Chad Little,64,-3760,1,0,0,0,0,"$49,745",2002,29
70,--,Jack Sprague,58,-3766,1,0,0,0,0,"$53,550",2002,29
71,-2,Ron Hornaday,55,-3769,1,0,0,0,0,"$88,476",2002,29
72,-2,Jay Sauter,52,-3772,1,0,0,0,0,"$50,200",2002,29
73,--,Hideo Fukuyama,46,-3778,1,0,0,0,0,"$44,275",2002,29
74,-2,Scott Wimmer,43,-3781,1,0,0,0,0,"$51,350",2002,29
75,-2,Jason Small,40,-3784,1,0,0,0,0,"$41,130",2002,29
76,-2,Dave Marcis,37,-3787,1,0,0,0,0,"$137,110",2002,29
77,-2,Austin Cameron,37,-3787,1,0,0,0,0,"$46,945",2002,29
78,-2,Joe Varde,37,-3787,1,0,0,0,0,"$37,610",2002,29
79,-2,Randy Renfrow,34,-3790,1,0,0,0,0,"$71,193",2002,29
80,-2,Gary Bradberry,34,-3790,1,0,0,0,0,"$40,399",2002,29
81,-1,Carl Long,0,-3824,1,0,0,0,0,"$86,413",2002,29
1,+2,Tony Stewart,3958,0,30,2,3,13,18,"$4,042,800",2002,30
2,--,Mark Martin,3886,-72,30,0,1,9,17,"$4,586,960",2002,30
3,-2,Jimmie Johnson,3876,-82,30,4,3,6,18,"$2,506,930",2002,30
4,+3,Ryan Newman,3821,-137,30,6,1,14,19,"$3,897,400",2002,30
5,+1,Rusty Wallace,3786,-172,30,1,0,5,14,"$3,454,590",2002,30
6,+2,Matt Kenseth,3757,-201,30,1,4,10,16,"$3,317,400",2002,30
7,-3,Jeff Gordon,3757,-201,30,3,3,9,15,"$4,228,340",2002,30
8,+1,Bill Elliott,3729,-229,30,4,2,6,12,"$3,316,110",2002,30
9,+1,Ricky Rudd,3712,-246,30,1,1,7,11,"$3,444,790",2002,30
10,-5,Sterling Marlin,3703,-255,29,0,2,8,14,"$3,711,150",2002,30
11,--,Kurt Busch,3634,-324,30,1,1,8,15,"$2,834,720",2002,30
12,--,Dale Jarrett,3594,-364,30,1,2,9,15,"$3,382,270",2002,30
13,--,Dale Earnhardt Jr,3481,-477,30,2,2,8,12,"$3,104,080",2002,30
14,--,Jeff Burton,3417,-541,30,0,0,3,11,"$3,174,570",2002,30
15,--,Michael Waltrip,3362,-596,30,0,1,4,10,"$2,484,750",2002,30
16,--,Ricky Craven,3292,-666,30,2,0,3,7,"$2,160,040",2002,30
17,--,Jeff Green,3224,-734,30,0,0,4,5,"$1,866,240",2002,30
18,--,Bobby Labonte,3111,-847,30,0,1,4,5,"$3,243,950",2002,30
19,--,Robby Gordon,3089,-869,30,0,0,1,5,"$2,617,830",2002,30
20,--,Dave Blaney,3025,-933,30,0,0,0,3,"$2,257,820",2002,30
21,+1,Kyle Petty,3010,-948,30,0,0,0,1,"$1,721,450",2002,30
22,-1,Kevin Harvick,2991,-967,29,1,1,5,8,"$3,212,650",2002,30
23,--,Terry Labonte,2901,-1057,30,0,0,1,4,"$2,697,190",2002,30
24,--,Jeremy Mayfield,2817,-1141,30,0,0,2,4,"$2,177,720",2002,30
25,+2,Ward Burton,2762,-1196,30,1,2,2,7,"$4,304,620",2002,30
26,-1,Elliott Sadler,2755,-1203,30,0,0,2,5,"$2,981,850",2002,30
27,-1,Jimmy Spencer,2755,-1203,28,0,0,2,6,"$1,860,860",2002,30
28,--,John Andretti,2633,-1325,30,0,0,0,1,"$2,515,420",2002,30
29,--,Ken Schrader,2531,-1427,30,0,0,0,0,"$2,142,280",2002,30
30,+2,Mike Skinner,2350,-1608,30,0,0,0,0,"$1,794,840",2002,30
31,-1,Bobby Hamilton,2345,-1613,25,0,0,0,2,"$1,863,670",2002,30
32,-1,Johnny Benson Jr,2330,-1628,25,0,0,1,5,"$2,172,110",2002,30
33,--,Casey Atwood,2271,-1687,30,0,0,0,0,"$1,762,550",2002,30
34,+1,Jerry Nadeau,2126,-1832,27,0,0,0,1,"$1,733,680",2002,30
35,-1,Joe Nemechek,2101,-1857,27,0,0,1,1,"$1,887,270",2002,30
36,+1,Steve Park,2040,-1918,26,0,0,0,2,"$2,203,070",2002,30
37,-1,Brett Bodine,2026,-1932,28,0,0,0,0,"$1,593,950",2002,30
38,--,Hut Stricklin,1781,-2177,22,0,0,0,0,"$1,313,550",2002,30
39,--,Todd Bodine,1683,-2275,19,1,0,1,4,"$1,536,310",2002,30
40,--,Stacy Compton,1490,-2468,20,0,0,0,0,"$1,146,770",2002,30
41,--,Kenny Wallace,1377,-2581,16,0,0,0,1,"$1,132,200",2002,30
42,--,Mike Wallace,1044,-2914,15,0,0,0,1,"$1,001,930",2002,30
43,--,Steve Grissom,726,-3232,9,0,0,0,1,"$494,241",2002,30
44,--,Geoffrey Bodine,685,-3273,8,0,0,1,2,"$1,123,020",2002,30
45,--,Rick Mast,576,-3382,9,0,0,0,0,"$469,843",2002,30
46,--,Buckshot Jones,559,-3399,7,0,0,0,0,"$394,223",2002,30
47,--,Hermie Sadler,550,-3408,7,0,0,0,0,"$359,475",2002,30
48,--,Greg Biffle,394,-3564,5,0,0,0,0,"$298,759",2002,30
49,--,Shawna Robinson,361,-3597,7,0,0,0,0,"$428,519",2002,30
50,--,Frank Kimmel,292,-3666,6,0,0,0,0,"$407,579",2002,30
51,--,Tony Raines,272,-3686,5,0,0,0,0,"$231,149",2002,30
52,--,Morgan Shepherd,202,-3756,5,0,0,0,0,"$214,397",2002,30
53,--,Derrike Cope,199,-3759,4,0,0,0,0,"$201,216",2002,30
54,--,Ted Musgrave,182,-3776,2,0,0,0,0,"$147,220",2002,30
55,--,Boris Said,164,-3794,2,0,0,0,0,"$87,400",2002,30
56,--,PJ Jones,160,-3798,1,0,0,1,1,"$65,950",2002,30
57,+17,Scott Wimmer,155,-3803,2,0,0,0,0,"$103,635",2002,30
58,-1,Scott Pruett,150,-3808,1,0,0,0,1,"$66,690",2002,30
59,-1,Kevin Lepage,132,-3826,3,0,0,0,0,"$173,787",2002,30
60,+11,Ron Hornaday,122,-3836,2,0,0,0,0,"$141,336",2002,30
61,-2,Tim Sauter,113,-3845,2,0,0,0,0,"$85,060",2002,30
62,-2,Dick Trickle,111,-3847,3,0,0,0,0,"$136,830",2002,30
63,-2,Robert Pressley,97,-3861,1,0,0,0,0,"$150,859",2002,30
64,-2,Tom Hubert,91,-3867,1,0,0,0,0,"$41,925",2002,30
65,-2,Ron Fellows,88,-3870,1,0,0,0,0,"$47,930",2002,30
66,+6,Jay Sauter,86,-3872,2,0,0,0,0,"$94,682",2002,30
67,-3,Stuart Kirby,86,-3872,2,0,0,0,0,"$105,503",2002,30
68,--,Jamie McMurray,85,-3873,1,0,0,0,0,"$88,012",2002,30
69,-4,Kirk Shelmerdine,77,-3881,2,0,0,0,0,"$97,127",2002,30
70,-4,Lance Hooper,70,-3888,1,0,0,0,0,"$51,840",2002,30
71,-4,Andy Hillenburg,68,-3890,2,0,0,0,0,"$101,629",2002,30
72,-4,Jim Inglebright,67,-3891,1,0,0,0,0,"$47,190",2002,30
73,-4,Chad Little,64,-3894,1,0,0,0,0,"$49,745",2002,30
74,-4,Jack Sprague,58,-3900,1,0,0,0,0,"$53,550",2002,30
75,-2,Hideo Fukuyama,46,-3912,1,0,0,0,0,"$44,275",2002,30
76,-1,Jason Small,40,-3918,1,0,0,0,0,"$41,130",2002,30
77,-1,Dave Marcis,37,-3921,1,0,0,0,0,"$137,110",2002,30
78,-1,Austin Cameron,37,-3921,1,0,0,0,0,"$46,945",2002,30
79,-1,Joe Varde,37,-3921,1,0,0,0,0,"$37,610",2002,30
80,-1,Randy Renfrow,34,-3924,1,0,0,0,0,"$71,193",2002,30
81,-1,Gary Bradberry,34,-3924,1,0,0,0,0,"$40,399",2002,30
82,-1,Carl Long,0,-3958,1,0,0,0,0,"$86,413",2002,30
1,--,Tony Stewart,4128,0,31,2,3,14,19,"$4,179,430",2002,31
2,+1,Jimmie Johnson,4031,-97,31,4,3,6,19,"$2,588,150",2002,31
3,-1,Mark Martin,4006,-122,31,0,1,9,17,"$4,668,390",2002,31
4,--,Ryan Newman,3963,-165,31,6,1,14,20,"$3,978,200",2002,31
5,--,Rusty Wallace,3946,-182,31,1,0,6,15,"$3,565,690",2002,31
6,+1,Jeff Gordon,3917,-211,31,3,3,10,16,"$4,354,120",2002,31
7,-1,Matt Kenseth,3823,-305,31,1,4,10,16,"$3,380,080",2002,31
8,--,Bill Elliott,3787,-341,31,4,2,6,12,"$3,381,410",2002,31
9,+2,Kurt Busch,3766,-362,31,1,1,8,15,"$2,903,370",2002,31
10,-1,Ricky Rudd,3758,-370,31,1,1,7,11,"$3,528,250",2002,31
11,+1,Dale Jarrett,3720,-408,31,1,2,9,15,"$3,459,290",2002,31
12,-2,Sterling Marlin,3703,-425,29,0,2,8,14,"$3,711,150",2002,31
13,--,Dale Earnhardt Jr,3624,-504,31,2,2,8,13,"$4,173,380",2002,31
14,--,Jeff Burton,3568,-560,31,0,0,3,12,"$3,272,840",2002,31
15,--,Michael Waltrip,3492,-636,31,0,1,4,10,"$2,545,770",2002,31
16,--,Ricky Craven,3347,-781,31,2,0,3,7,"$2,207,200",2002,31
17,--,Jeff Green,3300,-828,31,0,0,4,5,"$1,906,020",2002,31
18,--,Bobby Labonte,3286,-842,31,0,1,5,6,"$3,396,630",2002,31
19,+1,Dave Blaney,3159,-969,31,0,0,0,4,"$2,336,790",2002,31
20,-1,Robby Gordon,3138,-990,31,0,0,1,5,"$2,682,960",2002,31
21,--,Kyle Petty,3113,-1015,31,0,0,0,1,"$1,770,400",2002,31
22,--,Kevin Harvick,3088,-1040,30,1,1,5,8,"$3,299,750",2002,31
23,--,Terry Labonte,3001,-1127,31,0,0,1,4,"$2,772,020",2002,31
24,--,Jeremy Mayfield,2896,-1232,31,0,0,2,4,"$2,228,170",2002,31
25,+1,Elliott Sadler,2861,-1267,31,0,0,2,5,"$3,044,040",2002,31
26,-1,Ward Burton,2826,-1302,31,1,2,2,7,"$4,386,940",2002,31
27,--,Jimmy Spencer,2822,-1306,29,0,0,2,6,"$1,900,260",2002,31
28,--,John Andretti,2727,-1401,31,0,0,0,1,"$2,586,830",2002,31
29,--,Ken Schrader,2601,-1527,31,0,0,0,0,"$2,190,300",2002,31
30,--,Mike Skinner,2441,-1687,31,0,0,0,0,"$1,838,820",2002,31
31,+1,Johnny Benson Jr,2439,-1689,26,0,0,1,5,"$2,245,130",2002,31
32,-1,Bobby Hamilton,2427,-1701,26,0,0,0,2,"$1,914,140",2002,31
33,--,Casey Atwood,2344,-1784,31,0,0,0,0,"$1,802,200",2002,31
34,--,Jerry Nadeau,2250,-1878,28,0,0,0,1,"$1,801,760",2002,31
35,+1,Steve Park,2158,-1970,27,0,0,0,2,"$2,283,990",2002,31
36,-1,Joe Nemechek,2144,-1984,28,0,0,1,1,"$1,934,270",2002,31
37,--,Brett Bodine,2111,-2017,29,0,0,0,0,"$1,637,300",2002,31
38,--,Hut Stricklin,1781,-2347,22,0,0,0,0,"$1,313,550",2002,31
39,--,Todd Bodine,1735,-2393,20,1,0,1,4,"$1,600,610",2002,31
40,--,Stacy Compton,1527,-2601,21,0,0,0,0,"$1,185,710",2002,31
41,--,Kenny Wallace,1465,-2663,17,0,0,0,1,"$1,176,250",2002,31
42,--,Mike Wallace,1156,-2972,16,0,0,0,1,"$1,048,750",2002,31
43,--,Steve Grissom,726,-3402,9,0,0,0,1,"$494,241",2002,31
44,--,Geoffrey Bodine,685,-3443,8,0,0,1,2,"$1,123,020",2002,31
45,+2,Hermie Sadler,590,-3538,8,0,0,0,0,"$398,445",2002,31
46,-1,Rick Mast,576,-3552,9,0,0,0,0,"$469,843",2002,31
47,-1,Buckshot Jones,559,-3569,7,0,0,0,0,"$394,223",2002,31
48,--,Greg Biffle,394,-3734,5,0,0,0,0,"$298,759",2002,31
49,--,Shawna Robinson,361,-3767,7,0,0,0,0,"$428,519",2002,31
50,--,Frank Kimmel,292,-3836,6,0,0,0,0,"$407,579",2002,31
51,--,Tony Raines,272,-3856,5,0,0,0,0,"$231,149",2002,31
52,+16,Jamie McMurray,270,-3858,2,0,1,1,1,"$303,729",2002,31
53,-1,Morgan Shepherd,202,-3926,5,0,0,0,0,"$214,397",2002,31
54,-1,Derrike Cope,199,-3929,4,0,0,0,0,"$201,216",2002,31
55,-1,Ted Musgrave,182,-3946,2,0,0,0,0,"$147,220",2002,31
56,-1,Boris Said,164,-3964,2,0,0,0,0,"$87,400",2002,31
57,-1,PJ Jones,160,-3968,1,0,0,1,1,"$65,950",2002,31
58,-1,Scott Wimmer,155,-3973,2,0,0,0,0,"$103,635",2002,31
59,-1,Scott Pruett,150,-3978,1,0,0,0,1,"$66,690",2002,31
60,-1,Kevin Lepage,132,-3996,3,0,0,0,0,"$173,787",2002,31
61,-1,Ron Hornaday,122,-4006,2,0,0,0,0,"$141,336",2002,31
62,-1,Tim Sauter,113,-4015,2,0,0,0,0,"$85,060",2002,31
63,-1,Dick Trickle,111,-4017,3,0,0,0,0,"$136,830",2002,31
64,-1,Robert Pressley,97,-4031,1,0,0,0,0,"$150,859",2002,31
65,-1,Tom Hubert,91,-4037,1,0,0,0,0,"$41,925",2002,31
66,-1,Ron Fellows,88,-4040,1,0,0,0,0,"$47,930",2002,31
67,-1,Jay Sauter,86,-4042,2,0,0,0,0,"$94,682",2002,31
68,-1,Stuart Kirby,86,-4042,2,0,0,0,0,"$105,503",2002,31
69,--,Kirk Shelmerdine,77,-4051,2,0,0,0,0,"$97,127",2002,31
70,--,Lance Hooper,70,-4058,1,0,0,0,0,"$51,840",2002,31
71,--,Andy Hillenburg,68,-4060,2,0,0,0,0,"$101,629",2002,31
72,--,Jim Inglebright,67,-4061,1,0,0,0,0,"$47,190",2002,31
73,--,Chad Little,64,-4064,1,0,0,0,0,"$49,745",2002,31
74,--,Jack Sprague,58,-4070,1,0,0,0,0,"$53,550",2002,31
75,--,Hideo Fukuyama,46,-4082,1,0,0,0,0,"$44,275",2002,31
76,--,Jason Small,40,-4088,1,0,0,0,0,"$41,130",2002,31
77,--,Dave Marcis,37,-4091,1,0,0,0,0,"$137,110",2002,31
78,--,Austin Cameron,37,-4091,1,0,0,0,0,"$46,945",2002,31
79,--,Joe Varde,37,-4091,1,0,0,0,0,"$37,610",2002,31
80,--,Randy Renfrow,34,-4094,1,0,0,0,0,"$71,193",2002,31
81,--,Gary Bradberry,34,-4094,1,0,0,0,0,"$40,399",2002,31
82,--,Jason Hedlesky,34,-4094,1,0,0,0,0,"$39,160",2002,31
83,-1,Carl Long,0,-4128,1,0,0,0,0,"$86,413",2002,31
1,--,Tony Stewart,4263,0,32,2,3,14,19,"$4,267,770",2002,32
2,--,Jimmie Johnson,4181,-82,32,4,3,6,20,"$2,637,700",2002,32
3,--,Mark Martin,4140,-123,32,0,1,9,18,"$4,752,650",2002,32
4,+1,Rusty Wallace,4089,-174,32,1,0,6,16,"$3,652,310",2002,32
5,-1,Ryan Newman,4086,-177,32,6,1,14,20,"$4,050,680",2002,32
6,--,Jeff Gordon,3972,-291,32,3,3,10,16,"$4,444,870",2002,32
7,+2,Kurt Busch,3946,-317,32,1,2,9,16,"$3,045,550",2002,32
8,-1,Matt Kenseth,3929,-334,32,1,4,10,16,"$3,435,950",2002,32
9,+1,Ricky Rudd,3923,-340,32,1,1,8,12,"$3,638,670",2002,32
10,+1,Dale Jarrett,3862,-401,32,1,2,9,16,"$3,540,270",2002,32
11,-3,Bill Elliott,3824,-439,32,4,2,6,12,"$3,443,900",2002,32
12,+1,Dale Earnhardt Jr,3784,-479,32,2,2,9,14,"$4,249,250",2002,32
13,-1,Sterling Marlin,3703,-560,29,0,2,8,14,"$3,711,150",2002,32
14,--,Jeff Burton,3680,-583,32,0,0,3,12,"$3,356,530",2002,32
15,--,Michael Waltrip,3601,-662,32,0,1,4,10,"$2,596,110",2002,32
16,--,Ricky Craven,3498,-765,32,2,0,3,8,"$2,264,500",2002,32
17,+1,Bobby Labonte,3413,-850,32,0,1,5,6,"$3,482,460",2002,32
18,-1,Jeff Green,3367,-896,32,0,0,4,5,"$1,942,070",2002,32
19,--,Dave Blaney,3267,-996,32,0,0,0,4,"$2,401,620",2002,32
20,--,Robby Gordon,3232,-1031,32,0,0,1,5,"$2,749,590",2002,32
21,--,Kyle Petty,3165,-1098,32,0,0,0,1,"$1,806,120",2002,32
22,--,Kevin Harvick,3158,-1105,31,1,1,5,8,"$3,381,650",2002,32
23,--,Terry Labonte,3098,-1165,32,0,0,1,4,"$2,842,180",2002,32
24,--,Jeremy Mayfield,2975,-1288,32,0,0,2,4,"$2,275,580",2002,32
25,+1,Ward Burton,2966,-1297,32,1,2,3,8,"$4,493,620",2002,32
26,-1,Elliott Sadler,2922,-1341,32,0,0,2,5,"$3,087,920",2002,32
27,--,Jimmy Spencer,2913,-1350,30,0,0,2,6,"$1,948,980",2002,32
28,--,John Andretti,2851,-1412,32,0,0,0,1,"$2,657,960",2002,32
29,--,Ken Schrader,2686,-1577,32,0,0,0,0,"$2,238,530",2002,32
30,+1,Johnny Benson Jr,2614,-1649,27,0,0,2,6,"$2,350,580",2002,32
31,+1,Bobby Hamilton,2515,-1748,27,0,0,0,2,"$1,962,220",2002,32
32,-2,Mike Skinner,2505,-1758,32,0,0,0,0,"$1,874,740",2002,32
