rank,pls_min_mv,driver,points,back,starts,pole,win,top_5,top_10,winnings,year,race_num
15,+2,Michael Waltrip,1531,-533,14,0,0,2,5,"$1,332,150",2002,14
16,-1,Ryan Newman,1478,-586,14,6,0,4,6,"$2,113,680",2002,14
17,-1,Terry Labonte,1447,-617,14,0,0,0,2,"$1,357,200",2002,14
18,+3,Dave Blaney,1440,-624,14,0,0,0,2,"$1,131,360",2002,14
19,+1,Kyle Petty,1435,-629,14,0,0,0,1,"$855,638",2002,14
20,-2,Bobby Labonte,1415,-649,14,0,1,3,3,"$1,626,190",2002,14
21,-2,Jimmy Spencer,1411,-653,13,0,0,1,4,"$918,849",2002,14
22,--,Ward Burton,1351,-713,14,1,1,1,2,"$2,643,630",2002,14
23,+2,Elliott Sadler,1346,-718,14,0,0,2,3,"$1,902,510",2002,14
24,-1,Jeff Green,1296,-768,14,0,0,0,0,"$860,635",2002,14
25,-1,Jeremy Mayfield,1289,-775,14,0,0,2,2,"$1,181,070",2002,14
26,--,Bobby Hamilton,1276,-788,14,0,0,0,2,"$1,062,990",2002,14
27,--,Robby Gordon,1247,-817,14,0,0,0,1,"$1,230,770",2002,14
28,--,Mike Skinner,1189,-875,14,0,0,0,0,"$922,227",2002,14
29,+4,Casey Atwood,1136,-928,14,0,0,0,0,"$911,955",2002,14
30,+4,Ken Schrader,1117,-947,14,0,0,0,0,"$1,043,930",2002,14
31,--,Hut Stricklin,1109,-955,13,0,0,0,0,"$788,968",2002,14
32,+3,Brett Bodine,1096,-968,14,0,0,0,0,"$879,401",2002,14
33,-4,Jerry Nadeau,1085,-979,13,0,0,0,1,"$953,131",2002,14
34,-2,John Andretti,1085,-979,14,0,0,0,0,"$1,207,030",2002,14
35,-5,Kevin Harvick,1058,-1006,13,1,0,1,2,"$1,398,450",2002,14
36,--,Stacy Compton,1017,-1047,14,0,0,0,0,"$851,494",2002,14
37,--,Johnny Benson Jr,984,-1080,11,0,0,0,1,"$997,347",2002,14
38,--,Joe Nemechek,809,-1255,11,0,0,0,0,"$893,089",2002,14
39,--,Steve Park,744,-1320,10,0,0,0,0,"$851,865",2002,14
40,--,Rick Mast,576,-1488,9,0,0,0,0,"$469,843",2002,14
41,--,Buckshot Jones,559,-1505,7,0,0,0,0,"$394,223",2002,14
42,--,Kenny Wallace,553,-1511,6,0,0,0,1,"$591,308",2002,14
43,--,Steve Grissom,534,-1530,6,0,0,0,1,"$351,351",2002,14
44,+1,Todd Bodine,436,-1628,5,1,0,0,0,"$422,764",2002,14
45,-1,Hermie Sadler,404,-1660,5,0,0,0,0,"$275,720",2002,14
46,--,Shawna Robinson,318,-1746,6,0,0,0,0,"$374,209",2002,14
47,--,Geoffrey Bodine,292,-1772,2,0,0,1,1,"$747,786",2002,14
48,--,Frank Kimmel,292,-1772,6,0,0,0,0,"$407,579",2002,14
49,--,Mike Wallace,186,-1878,3,0,0,0,0,"$316,357",2002,14
50,--,Greg Biffle,124,-1940,1,0,0,0,0,"$80,059",2002,14
51,--,Dick Trickle,111,-1953,3,0,0,0,0,"$136,830",2002,14
52,--,Robert Pressley,97,-1967,1,0,0,0,0,"$150,859",2002,14
53,--,Tony Raines,70,-1994,1,0,0,0,0,"$50,055",2002,14
54,--,Andy Hillenburg,68,-1996,2,0,0,0,0,"$101,629",2002,14
55,--,Chad Little,64,-2000,1,0,0,0,0,"$49,745",2002,14
56,--,Ron Hornaday,55,-2009,1,0,0,0,0,"$88,476",2002,14
57,--,Jay Sauter,52,-2012,1,0,0,0,0,"$50,200",2002,14
58,--,Dave Marcis,37,-2027,1,0,0,0,0,"$137,110",2002,14
59,--,Randy Renfrow,34,-2030,1,0,0,0,0,"$71,193",2002,14
60,--,Kevin Lepage,34,-2030,1,0,0,0,0,"$86,992",2002,14
61,--,Carl Long,0,-2064,1,0,0,0,0,"$86,413",2002,14
1,--,Sterling Marlin,2164,0,15,0,2,5,9,"$2,213,080",2002,15
2,--,Jimmie Johnson,2054,-110,15,4,2,4,10,"$1,484,580",2002,15
3,--,Jeff Gordon,2054,-110,15,3,0,5,10,"$2,162,450",2002,15
4,--,Mark Martin,1990,-174,15,0,1,6,10,"$3,108,460",2002,15
5,+2,Matt Kenseth,1974,-190,15,1,3,6,9,"$1,946,480",2002,15
6,-1,Rusty Wallace,1972,-192,15,1,0,0,9,"$1,657,970",2002,15
7,-1,Tony Stewart,1935,-229,15,2,2,6,8,"$2,160,120",2002,15
8,--,Ricky Rudd,1870,-294,15,1,0,4,6,"$1,810,920",2002,15
9,+1,Kurt Busch,1838,-326,15,1,1,4,6,"$1,660,180",2002,15
10,+1,Bill Elliott,1825,-339,15,4,0,2,6,"$1,569,000",2002,15
11,-2,Jeff Burton,1809,-355,15,0,0,2,7,"$1,678,960",2002,15
12,--,Dale Jarrett,1803,-361,15,1,1,4,7,"$1,815,150",2002,15
13,--,Ricky Craven,1729,-435,15,2,0,3,5,"$1,199,410",2002,15
14,+1,Michael Waltrip,1696,-468,15,0,0,3,6,"$1,412,650",2002,15
15,-1,Dale Earnhardt Jr,1653,-511,15,2,1,5,5,"$1,744,960",2002,15
16,--,Ryan Newman,1648,-516,15,6,0,5,7,"$2,214,250",2002,15
17,+1,Dave Blaney,1569,-595,15,0,0,0,2,"$1,204,810",2002,15
18,+1,Kyle Petty,1562,-602,15,0,0,0,1,"$907,978",2002,15
19,-2,Terry Labonte,1517,-647,15,0,0,0,2,"$1,427,770",2002,15
20,--,Bobby Labonte,1506,-658,15,0,1,3,3,"$1,714,900",2002,15
21,--,Jimmy Spencer,1490,-674,14,0,0,1,4,"$964,024",2002,15
22,+1,Elliott Sadler,1436,-728,15,0,0,2,3,"$1,966,600",2002,15
23,+1,Jeff Green,1405,-759,15,0,0,0,0,"$908,575",2002,15
24,-2,Ward Burton,1388,-776,15,1,1,1,2,"$2,727,720",2002,15
25,--,Jeremy Mayfield,1344,-820,15,0,0,2,2,"$1,230,470",2002,15
26,--,Bobby Hamilton,1328,-836,15,0,0,0,2,"$1,112,340",2002,15
27,--,Robby Gordon,1311,-853,15,0,0,0,1,"$1,298,420",2002,15
28,--,Mike Skinner,1262,-902,15,0,0,0,0,"$975,506",2002,15
29,+2,Hut Stricklin,1221,-943,14,0,0,0,0,"$846,308",2002,15
30,--,Ken Schrader,1205,-959,15,0,0,0,0,"$1,111,270",2002,15
31,-2,Casey Atwood,1182,-982,15,0,0,0,0,"$953,155",2002,15
32,+2,John Andretti,1179,-985,15,0,0,0,0,"$1,280,560",2002,15
33,-1,Brett Bodine,1157,-1007,15,0,0,0,0,"$920,921",2002,15
34,+1,Kevin Harvick,1140,-1024,14,1,0,1,2,"$1,486,560",2002,15
35,+2,Johnny Benson Jr,1134,-1030,12,0,0,0,2,"$1,086,460",2002,15
36,-3,Jerry Nadeau,1085,-1079,13,0,0,0,1,"$953,131",2002,15
37,-1,Stacy Compton,1075,-1089,15,0,0,0,0,"$892,939",2002,15
38,--,Joe Nemechek,885,-1279,12,0,0,0,0,"$946,054",2002,15
39,--,Steve Park,811,-1353,11,0,0,0,0,"$923,405",2002,15
40,+3,Steve Grissom,577,-1587,7,0,0,0,1,"$392,516",2002,15
41,-1,Rick Mast,576,-1588,9,0,0,0,0,"$469,843",2002,15
42,-1,Buckshot Jones,559,-1605,7,0,0,0,0,"$394,223",2002,15
43,-1,Kenny Wallace,553,-1611,6,0,0,0,1,"$591,308",2002,15
44,--,Todd Bodine,436,-1728,5,1,0,0,0,"$422,764",2002,15
45,--,Hermie Sadler,404,-1760,5,0,0,0,0,"$275,720",2002,15
46,+1,Geoffrey Bodine,398,-1766,3,0,0,1,1,"$820,513",2002,15
47,-1,Shawna Robinson,318,-1846,6,0,0,0,0,"$374,209",2002,15
48,--,Frank Kimmel,292,-1872,6,0,0,0,0,"$407,579",2002,15
49,--,Mike Wallace,186,-1978,3,0,0,0,0,"$316,357",2002,15
50,--,Greg Biffle,124,-2040,1,0,0,0,0,"$80,059",2002,15
51,--,Dick Trickle,111,-2053,3,0,0,0,0,"$136,830",2002,15
52,--,Robert Pressley,97,-2067,1,0,0,0,0,"$150,859",2002,15
53,--,Tony Raines,70,-2094,1,0,0,0,0,"$50,055",2002,15
54,--,Andy Hillenburg,68,-2096,2,0,0,0,0,"$101,629",2002,15
55,--,Chad Little,64,-2100,1,0,0,0,0,"$49,745",2002,15
56,--,Ron Hornaday,55,-2109,1,0,0,0,0,"$88,476",2002,15
57,--,Jay Sauter,52,-2112,1,0,0,0,0,"$50,200",2002,15
58,--,Derrike Cope,49,-2115,1,0,0,0,0,"$72,961",2002,15
59,--,Jason Small,40,-2124,1,0,0,0,0,"$41,130",2002,15
60,-2,Dave Marcis,37,-2127,1,0,0,0,0,"$137,110",2002,15
61,-2,Randy Renfrow,34,-2130,1,0,0,0,0,"$71,193",2002,15
62,-2,Kevin Lepage,34,-2130,1,0,0,0,0,"$86,992",2002,15
63,--,Gary Bradberry,34,-2130,1,0,0,0,0,"$40,399",2002,15
64,-3,Carl Long,0,-2164,1,0,0,0,0,"$86,413",2002,15
1,--,Sterling Marlin,2198,0,16,0,2,5,9,"$2,302,560",2002,16
2,+2,Mark Martin,2136,-62,16,0,1,6,11,"$3,201,510",2002,16
3,--,Jeff Gordon,2116,-82,16,3,0,5,10,"$2,272,820",2002,16
4,-2,Jimmie Johnson,2112,-86,16,4,2,4,10,"$1,531,710",2002,16
5,+2,Tony Stewart,2110,-88,16,2,2,7,9,"$2,303,320",2002,16
6,--,Rusty Wallace,2054,-144,16,1,0,0,9,"$1,749,680",2002,16
7,+1,Ricky Rudd,2050,-148,16,1,1,5,7,"$1,995,910",2002,16
8,-3,Matt Kenseth,2020,-178,16,1,3,6,9,"$2,011,520",2002,16
9,--,Kurt Busch,2003,-195,16,1,1,5,7,"$1,741,940",2002,16
10,--,Bill Elliott,1972,-226,16,4,0,2,7,"$1,652,550",2002,16
11,+1,Dale Jarrett,1921,-277,16,1,1,4,7,"$1,915,510",2002,16
12,-1,Jeff Burton,1885,-313,16,0,0,2,7,"$1,771,490",2002,16
13,--,Ricky Craven,1835,-363,16,2,0,3,5,"$1,258,580",2002,16
14,--,Michael Waltrip,1793,-405,16,0,0,3,6,"$1,471,820",2002,16
15,+1,Ryan Newman,1786,-412,16,6,0,5,8,"$2,296,760",2002,16
16,-1,Dale Earnhardt Jr,1726,-472,16,2,1,5,5,"$1,829,570",2002,16
17,+2,Terry Labonte,1682,-516,16,0,0,1,3,"$1,541,710",2002,16
18,--,Kyle Petty,1674,-524,16,0,0,0,1,"$959,998",2002,16
19,-2,Dave Blaney,1672,-526,16,0,0,0,2,"$1,279,080",2002,16
20,--,Bobby Labonte,1630,-568,16,0,1,3,3,"$1,810,910",2002,16
21,+1,Elliott Sadler,1586,-612,16,0,0,2,4,"$2,051,410",2002,16
22,+1,Jeff Green,1560,-638,16,0,0,1,1,"$972,565",2002,16
23,-2,Jimmy Spencer,1545,-653,15,0,0,1,4,"$1,011,130",2002,16
24,+3,Robby Gordon,1441,-757,16,0,0,0,1,"$1,380,430",2002,16
25,-1,Ward Burton,1431,-767,16,1,1,1,2,"$2,817,730",2002,16
26,-1,Jeremy Mayfield,1423,-775,16,0,0,2,2,"$1,285,850",2002,16
27,-1,Bobby Hamilton,1398,-800,16,0,0,0,2,"$1,167,590",2002,16
28,--,Mike Skinner,1389,-809,16,0,0,0,0,"$1,044,890",2002,16
29,+3,John Andretti,1318,-880,16,0,0,0,1,"$1,376,200",2002,16
30,-1,Hut Stricklin,1285,-913,15,0,0,0,0,"$901,468",2002,16
31,--,Casey Atwood,1282,-916,16,0,0,0,0,"$1,015,000",2002,16
32,+2,Kevin Harvick,1261,-937,15,1,0,1,2,"$1,582,010",2002,16
33,-3,Ken Schrader,1254,-944,16,0,0,0,0,"$1,166,340",2002,16
34,-1,Brett Bodine,1253,-945,16,0,0,0,0,"$979,360",2002,16
35,--,Johnny Benson Jr,1249,-949,13,0,0,0,2,"$1,166,110",2002,16
36,--,Jerry Nadeau,1151,-1047,14,0,0,0,1,"$1,000,280",2002,16
37,--,Stacy Compton,1075,-1123,15,0,0,0,0,"$892,939",2002,16
38,--,Joe Nemechek,994,-1204,13,0,0,0,0,"$1,005,530",2002,16
39,--,Steve Park,905,-1293,12,0,0,0,0,"$1,003,900",2002,16
40,--,Steve Grissom,577,-1621,7,0,0,0,1,"$392,516",2002,16
41,--,Rick Mast,576,-1622,9,0,0,0,0,"$469,843",2002,16
42,--,Buckshot Jones,559,-1639,7,0,0,0,0,"$394,223",2002,16
43,--,Kenny Wallace,553,-1645,6,0,0,0,1,"$591,308",2002,16
44,--,Todd Bodine,526,-1672,6,1,0,0,0,"$470,264",2002,16
45,--,Hermie Sadler,404,-1794,5,0,0,0,0,"$275,720",2002,16
46,--,Geoffrey Bodine,398,-1800,3,0,0,1,1,"$820,513",2002,16
47,--,Shawna Robinson,318,-1880,6,0,0,0,0,"$374,209",2002,16
48,--,Frank Kimmel,292,-1906,6,0,0,0,0,"$407,579",2002,16
49,--,Mike Wallace,186,-2012,3,0,0,0,0,"$316,357",2002,16
50,--,Greg Biffle,124,-2074,1,0,0,0,0,"$80,059",2002,16
51,--,Dick Trickle,111,-2087,3,0,0,0,0,"$136,830",2002,16
52,--,Robert Pressley,97,-2101,1,0,0,0,0,"$150,859",2002,16
53,--,Ron Fellows,88,-2110,1,0,0,0,0,"$47,930",2002,16
54,-1,Tony Raines,70,-2128,1,0,0,0,0,"$50,055",2002,16
55,-1,Andy Hillenburg,68,-2130,2,0,0,0,0,"$101,629",2002,16
56,--,Jim Inglebright,67,-2131,1,0,0,0,0,"$47,190",2002,16
57,-2,Chad Little,64,-2134,1,0,0,0,0,"$49,745",2002,16
58,-2,Ron Hornaday,55,-2143,1,0,0,0,0,"$88,476",2002,16
59,-2,Jay Sauter,52,-2146,1,0,0,0,0,"$50,200",2002,16
60,-2,Derrike Cope,49,-2149,1,0,0,0,0,"$72,961",2002,16
61,-2,Jason Small,40,-2158,1,0,0,0,0,"$41,130",2002,16
62,--,Boris Said,40,-2158,1,0,0,0,0,"$46,975",2002,16
63,-3,Dave Marcis,37,-2161,1,0,0,0,0,"$137,110",2002,16
64,--,Austin Cameron,37,-2161,1,0,0,0,0,"$46,945",2002,16
65,-4,Randy Renfrow,34,-2164,1,0,0,0,0,"$71,193",2002,16
66,-4,Kevin Lepage,34,-2164,1,0,0,0,0,"$86,992",2002,16
67,-4,Gary Bradberry,34,-2164,1,0,0,0,0,"$40,399",2002,16
68,-4,Carl Long,0,-2198,1,0,0,0,0,"$86,413",2002,16
1,--,Sterling Marlin,2368,0,17,0,2,6,10,"$2,460,850",2002,17
2,--,Mark Martin,2291,-77,17,0,1,7,12,"$3,319,390",2002,17
3,+1,Jimmie Johnson,2229,-139,17,4,2,4,11,"$1,596,940",2002,17
4,+2,Rusty Wallace,2224,-144,17,1,0,1,10,"$1,901,030",2002,17
5,-2,Jeff Gordon,2218,-150,17,3,0,5,10,"$2,383,400",2002,17
6,+1,Ricky Rudd,2168,-200,17,1,1,5,7,"$2,102,030",2002,17
7,-2,Tony Stewart,2156,-212,17,2,2,7,9,"$2,405,360",2002,17
8,--,Matt Kenseth,2093,-275,17,1,3,6,9,"$2,085,220",2002,17
9,+1,Bill Elliott,2084,-284,17,4,0,2,7,"$1,741,180",2002,17
10,-1,Kurt Busch,2073,-295,17,1,1,5,7,"$1,807,970",2002,17
11,--,Dale Jarrett,1979,-389,17,1,1,4,7,"$2,018,280",2002,17
12,+2,Michael Waltrip,1978,-390,17,0,1,4,7,"$1,644,800",2002,17
13,-1,Jeff Burton,1954,-414,17,0,0,2,7,"$1,871,410",2002,17
14,-1,Ricky Craven,1929,-439,17,2,0,3,5,"$1,326,910",2002,17
15,+1,Dale Earnhardt Jr,1881,-487,17,2,1,5,6,"$1,935,110",2002,17
16,-1,Ryan Newman,1868,-500,17,6,0,5,8,"$2,363,680",2002,17
17,--,Terry Labonte,1803,-565,17,0,0,1,3,"$1,634,390",2002,17
18,--,Kyle Petty,1780,-588,17,0,0,0,1,"$1,018,000",2002,17
19,--,Dave Blaney,1751,-617,17,0,0,0,2,"$1,345,680",2002,17
20,+1,Elliott Sadler,1713,-655,17,0,0,2,4,"$2,139,340",2002,17
21,+2,Jimmy Spencer,1705,-663,16,0,0,2,5,"$1,120,710",2002,17
22,-2,Bobby Labonte,1697,-671,17,0,1,3,3,"$1,912,090",2002,17
23,-1,Jeff Green,1660,-708,17,0,0,1,1,"$1,029,890",2002,17
24,+1,Ward Burton,1569,-799,17,1,1,1,3,"$2,929,000",2002,17
25,+1,Jeremy Mayfield,1547,-821,17,0,0,2,2,"$1,358,150",2002,17
26,-2,Robby Gordon,1517,-851,17,0,0,0,1,"$1,464,860",2002,17
27,--,Bobby Hamilton,1513,-855,17,0,0,0,2,"$1,252,160",2002,17
28,--,Mike Skinner,1441,-927,17,0,0,0,0,"$1,099,620",2002,17
29,--,John Andretti,1409,-959,17,0,0,0,1,"$1,463,260",2002,17
30,+2,Kevin Harvick,1396,-972,16,1,0,1,2,"$1,694,260",2002,17
31,--,Casey Atwood,1385,-983,17,0,0,0,0,"$1,089,700",2002,17
32,-2,Hut Stricklin,1370,-998,16,0,0,0,0,"$968,743",2002,17
33,--,Ken Schrader,1342,-1026,17,0,0,0,0,"$1,242,750",2002,17
34,--,Brett Bodine,1302,-1066,17,0,0,0,0,"$1,033,930",2002,17
35,--,Johnny Benson Jr,1283,-1085,14,0,0,0,2,"$1,246,810",2002,17
36,+1,Stacy Compton,1184,-1184,16,0,0,0,0,"$955,089",2002,17
37,-1,Jerry Nadeau,1151,-1217,14,0,0,0,1,"$1,000,280",2002,17
38,--,Joe Nemechek,1049,-1319,14,0,0,0,0,"$1,068,380",2002,17
39,--,Steve Park,966,-1402,13,0,0,0,0,"$1,088,900",2002,17
40,+4,Todd Bodine,672,-1696,7,1,0,0,1,"$569,001",2002,17
41,+2,Kenny Wallace,590,-1778,7,0,0,0,1,"$645,368",2002,17
42,-2,Steve Grissom,577,-1791,7,0,0,0,1,"$392,516",2002,17
43,-2,Rick Mast,576,-1792,9,0,0,0,0,"$469,843",2002,17
44,-2,Buckshot Jones,559,-1809,7,0,0,0,0,"$394,223",2002,17
45,+1,Geoffrey Bodine,532,-1836,4,0,0,1,2,"$887,388",2002,17
46,-1,Hermie Sadler,404,-1964,5,0,0,0,0,"$275,720",2002,17
47,--,Shawna Robinson,361,-2007,7,0,0,0,0,"$428,519",2002,17
48,--,Frank Kimmel,292,-2076,6,0,0,0,0,"$407,579",2002,17
49,--,Mike Wallace,226,-2142,4,0,0,0,0,"$390,812",2002,17
50,--,Greg Biffle,124,-2244,1,0,0,0,0,"$80,059",2002,17
51,--,Dick Trickle,111,-2257,3,0,0,0,0,"$136,830",2002,17
52,--,Robert Pressley,97,-2271,1,0,0,0,0,"$150,859",2002,17
53,--,Ron Fellows,88,-2280,1,0,0,0,0,"$47,930",2002,17
54,--,Tony Raines,70,-2298,1,0,0,0,0,"$50,055",2002,17
55,--,Andy Hillenburg,68,-2300,2,0,0,0,0,"$101,629",2002,17
56,--,Jim Inglebright,67,-2301,1,0,0,0,0,"$47,190",2002,17
57,--,Chad Little,64,-2304,1,0,0,0,0,"$49,745",2002,17
58,--,Ron Hornaday,55,-2313,1,0,0,0,0,"$88,476",2002,17
59,--,Jay Sauter,52,-2316,1,0,0,0,0,"$50,200",2002,17
60,--,Derrike Cope,49,-2319,1,0,0,0,0,"$72,961",2002,17
61,--,Jason Small,40,-2328,1,0,0,0,0,"$41,130",2002,17
62,--,Boris Said,40,-2328,1,0,0,0,0,"$46,975",2002,17
63,--,Dave Marcis,37,-2331,1,0,0,0,0,"$137,110",2002,17
64,--,Austin Cameron,37,-2331,1,0,0,0,0,"$46,945",2002,17
65,--,Randy Renfrow,34,-2334,1,0,0,0,0,"$71,193",2002,17
66,--,Kevin Lepage,34,-2334,1,0,0,0,0,"$86,992",2002,17
67,--,Gary Bradberry,34,-2334,1,0,0,0,0,"$40,399",2002,17
68,--,Carl Long,0,-2368,1,0,0,0,0,"$86,413",2002,17
1,--,Sterling Marlin,2483,0,18,0,2,6,10,"$2,561,720",2002,18
2,--,Mark Martin,2434,-49,18,0,1,7,13,"$3,419,530",2002,18
3,--,Jimmie Johnson,2394,-89,18,4,2,5,12,"$1,685,110",2002,18
4,+1,Jeff Gordon,2388,-95,18,3,0,6,11,"$2,563,660",2002,18
5,+2,Tony Stewart,2326,-157,18,2,2,8,10,"$2,559,280",2002,18
6,-2,Rusty Wallace,2312,-171,18,1,0,1,10,"$2,000,890",2002,18
7,-1,Ricky Rudd,2274,-209,18,1,1,5,7,"$2,203,240",2002,18
8,+1,Bill Elliott,2230,-253,18,4,0,2,8,"$1,836,730",2002,18
9,+1,Kurt Busch,2223,-260,18,1,1,5,8,"$1,892,970",2002,18
10,-2,Matt Kenseth,2219,-264,18,1,3,6,9,"$2,161,020",2002,18
11,--,Dale Jarrett,2114,-369,18,1,1,4,7,"$2,128,160",2002,18
12,+4,Ryan Newman,2033,-450,18,6,0,6,9,"$2,479,410",2002,18
13,+1,Ricky Craven,2032,-451,18,2,0,3,5,"$1,398,760",2002,18
14,+1,Dale Earnhardt Jr,2020,-463,18,2,1,5,7,"$2,037,550",2002,18
15,-3,Michael Waltrip,2020,-463,18,0,1,4,7,"$1,705,400",2002,18
16,-3,Jeff Burton,2000,-483,18,0,0,2,7,"$1,969,270",2002,18
17,--,Terry Labonte,1927,-556,18,0,0,1,3,"$1,725,420",2002,18
18,--,Kyle Petty,1871,-612,18,0,0,0,1,"$1,073,800",2002,18
19,--,Dave Blaney,1863,-620,18,0,0,0,2,"$1,427,880",2002,18
20,--,Elliott Sadler,1818,-665,18,0,0,2,4,"$2,217,940",2002,18
21,+1,Bobby Labonte,1806,-677,18,0,1,3,3,"$2,014,860",2002,18
22,+1,Jeff Green,1792,-691,18,0,0,1,1,"$1,088,990",2002,18
23,-2,Jimmy Spencer,1772,-711,17,0,0,2,5,"$1,178,410",2002,18
24,+2,Robby Gordon,1659,-824,18,0,0,0,2,"$1,558,810",2002,18
25,+2,Bobby Hamilton,1631,-852,18,0,0,0,2,"$1,340,260",2002,18
26,-2,Ward Burton,1609,-874,18,1,1,1,3,"$3,024,800",2002,18
27,-2,Jeremy Mayfield,1608,-875,18,0,0,2,2,"$1,422,950",2002,18
28,+2,Kevin Harvick,1576,-907,17,1,1,2,3,"$1,894,290",2002,18
29,-1,Mike Skinner,1535,-948,18,0,0,0,0,"$1,167,500",2002,18
30,-1,John Andretti,1506,-977,18,0,0,0,1,"$1,550,140",2002,18
31,--,Casey Atwood,1464,-1019,18,0,0,0,0,"$1,147,900",2002,18
32,--,Hut Stricklin,1425,-1058,17,0,0,0,0,"$1,030,540",2002,18
33,--,Ken Schrader,1385,-1098,18,0,0,0,0,"$1,303,750",2002,18
34,--,Brett Bodine,1375,-1108,18,0,0,0,0,"$1,092,130",2002,18
35,--,Johnny Benson Jr,1283,-1200,14,0,0,0,2,"$1,246,810",2002,18
36,--,Stacy Compton,1242,-1241,17,0,0,0,0,"$1,009,140",2002,18
37,--,Jerry Nadeau,1203,-1280,15,0,0,0,1,"$1,053,880",2002,18
38,--,Joe Nemechek,1113,-1370,15,0,0,0,0,"$1,133,880",2002,18
39,--,Steve Park,1048,-1435,14,0,0,0,0,"$1,177,280",2002,18
40,--,Todd Bodine,757,-1726,8,1,0,0,1,"$653,388",2002,18
41,--,Kenny Wallace,666,-1817,8,0,0,0,1,"$700,168",2002,18
42,--,Steve Grissom,647,-1836,8,0,0,0,1,"$447,416",2002,18
43,--,Rick Mast,576,-1907,9,0,0,0,0,"$469,843",2002,18
44,--,Buckshot Jones,559,-1924,7,0,0,0,0,"$394,223",2002,18
45,--,Geoffrey Bodine,532,-1951,4,0,0,1,2,"$887,388",2002,18
46,--,Hermie Sadler,404,-2079,5,0,0,0,0,"$275,720",2002,18
47,--,Shawna Robinson,361,-2122,7,0,0,0,0,"$428,519",2002,18
48,--,Frank Kimmel,292,-2191,6,0,0,0,0,"$407,579",2002,18
49,--,Mike Wallace,275,-2208,5,0,0,0,0,"$470,962",2002,18
50,--,Greg Biffle,124,-2359,1,0,0,0,0,"$80,059",2002,18
51,--,Dick Trickle,111,-2372,3,0,0,0,0,"$136,830",2002,18
52,--,Robert Pressley,97,-2386,1,0,0,0,0,"$150,859",2002,18
53,--,Ron Fellows,88,-2395,1,0,0,0,0,"$47,930",2002,18
54,--,Tony Raines,70,-2413,1,0,0,0,0,"$50,055",2002,18
55,--,Andy Hillenburg,68,-2415,2,0,0,0,0,"$101,629",2002,18
56,--,Jim Inglebright,67,-2416,1,0,0,0,0,"$47,190",2002,18
57,--,Chad Little,64,-2419,1,0,0,0,0,"$49,745",2002,18
58,--,Ron Hornaday,55,-2428,1,0,0,0,0,"$88,476",2002,18
59,--,Jay Sauter,52,-2431,1,0,0,0,0,"$50,200",2002,18
60,--,Derrike Cope,49,-2434,1,0,0,0,0,"$72,961",2002,18
61,--,Jason Small,40,-2443,1,0,0,0,0,"$41,130",2002,18
62,--,Boris Said,40,-2443,1,0,0,0,0,"$46,975",2002,18
63,--,Dave Marcis,37,-2446,1,0,0,0,0,"$137,110",2002,18
64,--,Austin Cameron,37,-2446,1,0,0,0,0,"$46,945",2002,18
65,--,Randy Renfrow,34,-2449,1,0,0,0,0,"$71,193",2002,18
66,--,Kevin Lepage,34,-2449,1,0,0,0,0,"$86,992",2002,18
67,--,Gary Bradberry,34,-2449,1,0,0,0,0,"$40,399",2002,18
68,--,Stuart Kirby,34,-2449,1,0,0,0,0,"$52,403",2002,18
69,-1,Carl Long,0,-2483,1,0,0,0,0,"$86,413",2002,18
1,--,Sterling Marlin,2604,0,19,0,2,6,10,"$2,652,860",2002,19
2,--,Mark Martin,2549,-55,19,0,1,7,13,"$3,504,760",2002,19
3,--,Jimmie Johnson,2512,-92,19,4,2,5,12,"$1,740,060",2002,19
4,+2,Rusty Wallace,2477,-127,19,1,0,2,11,"$2,121,410",2002,19
5,-1,Jeff Gordon,2464,-140,19,3,0,6,11,"$2,660,690",2002,19
6,+1,Ricky Rudd,2386,-218,19,1,1,5,7,"$2,294,630",2002,19
7,-2,Tony Stewart,2377,-227,19,2,2,8,10,"$2,649,090",2002,19
8,+1,Kurt Busch,2365,-239,19,1,1,5,9,"$1,957,890",2002,19
9,+1,Matt Kenseth,2293,-311,19,1,3,6,9,"$2,232,250",2002,19
10,-2,Bill Elliott,2291,-313,19,4,0,2,8,"$1,912,290",2002,19
11,--,Dale Jarrett,2259,-345,19,1,1,5,8,"$2,255,660",2002,19
12,--,Ryan Newman,2193,-411,19,6,0,7,10,"$2,570,310",2002,19
13,+3,Jeff Burton,2132,-472,19,0,0,2,7,"$2,064,170",2002,19
14,-1,Ricky Craven,2132,-472,19,2,0,3,5,"$1,456,410",2002,19
15,--,Michael Waltrip,2123,-481,19,0,1,4,7,"$1,765,820",2002,19
16,-2,Dale Earnhardt Jr,2119,-485,19,2,1,5,7,"$2,102,470",2002,19
17,--,Terry Labonte,2024,-580,19,0,0,1,3,"$1,803,080",2002,19
18,+4,Jeff Green,1962,-642,19,0,0,2,2,"$1,202,740",2002,19
19,+1,Elliott Sadler,1957,-647,19,0,0,2,5,"$2,295,210",2002,19
20,+1,Bobby Labonte,1930,-674,19,0,1,3,3,"$2,110,770",2002,19
21,-3,Kyle Petty,1923,-681,19,0,0,0,1,"$1,116,250",2002,19
22,-3,Dave Blaney,1921,-683,19,0,0,0,2,"$1,478,680",2002,19
23,--,Jimmy Spencer,1902,-702,18,0,0,2,5,"$1,248,530",2002,19
24,--,Robby Gordon,1805,-799,19,0,0,0,3,"$1,642,890",2002,19
